country,founded,id,industry,linkedin_url,city,name,state,size,website,lat,lng
nigeria,2018,emuostudios,architecture & planning,linkedin.com/company/emuostudios,lekki,emuostudios architects,lagos,1-10,emuostudios.com,,
nigeria,2018,privedoc,"health, wellness and fitness",linkedin.com/company/privedoc,lekki,privedoc,ondo,11-50,privedoc.com,,
nigeria,2018,salesbunnyhq,,linkedin.com/company/salesbunnyhq,lagos,salesbunny hq,lagos,11-50,salesbunny.africa,6.455,3.3841
nigeria,2018,typicalfitness,"health, wellness and fitness",linkedin.com/company/typicalfitness,yaba,typical fitness,lagos,11-50,typicalfitness.com,,
nigeria,2018,crownmarthub,,linkedin.com/company/crownmarthub,ibadan,crownmarthub,oyo,1-10,crownmarthubng.disha.page,7.3964,3.9167
nigeria,2018,digital-blog24,,linkedin.com/company/digital-blog24,,digital blog24,lagos,11-50,digitalblog24.com,,
nigeria,2018,medcera,information technology and services,linkedin.com/company/medcera,ikeja,medcera,lagos,1-10,medcera.com,6.6,3.35
nigeria,2018,platinumconnect,marketing and advertising,linkedin.com/company/platinumconnect,ikeja,platinumconnect,lagos,1-10,platinumconnect.com.ng,6.6,3.35
nigeria,2018,fob-tm,investment management,linkedin.com/company/fob-tm,ibadan,fope ogundero business & talent management,oyo,201-500,fopeogundero.com,7.3964,3.9167
nigeria,2018,editus-team,writing and editing,linkedin.com/company/editus-team,ikorodu,editus,lagos,1-10,,,
nigeria,2018,kitequiz,,linkedin.com/company/kitequiz,,kitequiz,lagos,1-10,kitequiz.com,,
nigeria,2018,sabiteach,e-learning,linkedin.com/company/sabiteach,lagos,sabiteach,lagos,51-200,sabiteach.com,6.455,3.3841
nigeria,2018,medilab-ng,medical practice,linkedin.com/company/medilab-ng,ikoyi,medilab,lagos,11-50,medilab.com.ng,6.4525,3.4358
nigeria,2018,naijafitmoms-fitness-empire,"health, wellness and fitness",linkedin.com/company/naijafitmoms-fitness-empire,lagos,naijafitmoms fitness empire,lagos,1-10,naijafitmoms.com,6.455,3.3841
nigeria,2018,commerciallyaware,publishing,linkedin.com/company/commerciallyaware,surulere,commercially aware,lagos,11-50,commerciallyaware.net,6.5015,3.3581
nigeria,2018,ngk-academy,,linkedin.com/company/ngk-academy,ikeja,ngk academy,lagos,11-50,,6.6,3.35
nigeria,2018,rihuumnewsnetwork,,linkedin.com/company/rihuumnewsnetwork,ikoyi,rihuum news network,lagos,1-10,,6.4525,3.4358
nigeria,2018,goattinigeria,investment management,linkedin.com/company/goattinigeria,lagos,goatti nigeria,lagos,11-50,goatti.ng,6.455,3.3841
nigeria,2018,tukingmedia,,linkedin.com/company/tukingmedia,,tuking media,lagos,1-10,facebook.com/tukingmedia,,
nigeria,2018,upperloftcreations,,linkedin.com/company/upperloftcreations,mafoluku,upperloft creations,lagos,1-10,upperloftcreations.com,,
nigeria,2018,renewable-energy-technology-training-institute,higher education,linkedin.com/company/renewable-energy-technology-training-institute,lagos,renewable energy technology training institute (retti),lagos,1-10,,6.455,3.3841
nigeria,2018,foundation-for-manpower-development,construction,linkedin.com/company/foundation-for-manpower-development,,foundation for manpower development,ogun,1-10,fmd.org.ng,,
nigeria,2018,teetop-marketing-agency,,linkedin.com/company/teetop-marketing-agency,ibadan,teetop marketing agency,oyo,11-50,,7.3964,3.9167
nigeria,2018,pwan-lekki,real estate,linkedin.com/company/pwan-lekki,,pwan lekki,lagos,11-50,pwanlekki.com,,
nigeria,2018,hybrid-empire-group,consumer services,linkedin.com/company/hybrid-empire-group,,hybrid empire group,oyo,201-500,hybridempire.com,,
nigeria,2018,sanchy-kreations,,linkedin.com/company/sanchy-kreations,,sanchy kreations,lagos,1-10,,,
nigeria,2018,edgyideasafrica,education management,linkedin.com/company/edgyideasafrica,ikeja,edgy ideas africa,lagos,11-50,edgyideas.africa,6.6,3.35
nigeria,2018,youngeektech,information technology and services,linkedin.com/company/youngeektech,ibadan,youngeek technologies,oyo,1-10,youngeektech.com,7.3964,3.9167
nigeria,2018,the-oluwakotemi-marque,,linkedin.com/company/the-oluwakotemi-marque,,the oluwakotemi marque,lagos,1-10,,,
nigeria,2018,crop2cash,information technology and services,linkedin.com/company/crop2cash,ibadan,crop2cash,oyo,1-10,crop2cash.com.ng,7.3964,3.9167
nigeria,2018,recharge-now,financial services,linkedin.com/company/recharge-now,lagos,recharge now,lagos,11-50,rechargenow.biz,6.455,3.3841
nigeria,2018,pdmart,,linkedin.com/company/pdmart,,pdmart,lagos,11-50,pdmart.com.ng,,
nigeria,2018,nectare-nigeria,,linkedin.com/company/nectare-nigeria,surulere,nectareng,lagos,1-10,nectare.com.ng,6.5015,3.3581
nigeria,2018,vapoafrica,airlines/aviation,linkedin.com/company/vapoafrica,lagos,vapo africa,lagos,11-50,,6.455,3.3841
nigeria,2018,thepastrycornerbakery,food & beverages,linkedin.com/company/thepastrycornerbakery,,the pastry corner bakery,lagos,1-10,instagram.com/thepastrycornerbakery,,
nigeria,2018,zucchini-fashion-center,,linkedin.com/company/zucchini-fashion-center,ibadan,zucchini fashion center,oyo,1-10,zucchinifashion.center,7.3964,3.9167
nigeria,2018,nita-consulting,staffing and recruiting,linkedin.com/company/nita-consulting,lekki,nita consulting,ondo,1-10,,,
nigeria,2018,1406-ideas,management consulting,linkedin.com/company/1406-ideas,,1406 ideas,lagos,1-10,beyondideas.biz,,
nigeria,2018,schoolable,information technology and services,linkedin.com/company/schoolable,lagos,schoolable hq (yc w'19),lagos,11-50,schoolable.co,6.455,3.3841
nigeria,2018,mountain-top-attorneys-solicitors,law practice,linkedin.com/company/mountain-top-attorneys-solicitors,abijo,mountain top attorneys & solicitors,lagos,11-50,mountaintoplaw.com.ng,,
nigeria,2018,code-clan-nigeria,information technology and services,linkedin.com/company/code-clan-nigeria,,code clan nigeria,lagos,11-50,codeclannigeria.dev,,
nigeria,2018,creativvarea,,linkedin.com/company/creativvarea,,creativvarea,lagos,1-10,instagram.com/creativvarea,,
nigeria,2018,easy-life-farm-and-agro-allied-food,farming,linkedin.com/company/easy-life-farm-and-agro-allied-food,,easy life farm and agro-allied food,lagos,1-10,,,
nigeria,2018,the-3o2-company,,linkedin.com/company/the-3o2-company,,the 3o2 company,lagos,1-10,the3o2company.com,,
nigeria,2018,benugs,,linkedin.com/company/benugs,lekki,benugs,lagos,1-10,,,
nigeria,2018,ensapuh-veterinary-services,farming,linkedin.com/company/ensapuh-veterinary-services,ibadan,ensapuh veterinary services,oyo,11-50,ensapuhvet.com,7.3964,3.9167
nigeria,2018,oprofinder,,linkedin.com/company/oprofinder,,oprofinder,lagos,501-1000,,,
nigeria,2018,thelinksolution,,linkedin.com/company/thelinksolution,,thelinksolution,lagos,11-50,thelinksolution.com,,
nigeria,2018,acscd-conference,hospital & health care,linkedin.com/company/acscd-conference,surulere,african congress on sickle cell disease,lagos,201-500,acscd.org,6.5015,3.3581
nigeria,2018,maisonhills-properties,real estate,linkedin.com/company/maisonhills-properties,lagos,maisonhills properties,lagos,1-10,maisonhillsproperties.com,6.455,3.3841
nigeria,2018,olande-global-services-ltd,import and export,linkedin.com/company/olande-global-services-ltd,lagos,olande global services ltd,lagos,1-10,olandeglobal.com,6.455,3.3841
nigeria,2018,cubemaven-atelier,architecture & planning,linkedin.com/company/cubemaven-atelier,lagos,cube maven atelier,lagos,1-10,cubemaven.studio,6.455,3.3841
nigeria,2018,fixupfamily,architecture & planning,linkedin.com/company/fixupfamily,lagos,fixupfamily,lagos,1-10,instagram.com/fixupfamily,6.455,3.3841
nigeria,2018,the-shugary-space,,linkedin.com/company/the-shugary-space,,the shugary space,lagos,1-10,theshugaryspace.com,,
nigeria,2018,osmond-properties-ltd,,linkedin.com/company/osmond-properties-ltd,lagos,osmond properties ltd,lagos,1-10,osmondproperties.com,6.455,3.3841
nigeria,2018,living-green-club,environmental services,linkedin.com/company/living-green-club,,living green club,lagos,1-10,,,
nigeria,2018,eteam-technology,,linkedin.com/company/eteam-technology,,eteam technology,lagos,11-50,,,
nigeria,2018,society-for-book-and-magazine-editors-of-nigeria,writing and editing,linkedin.com/company/society-for-book-and-magazine-editors-of-nigeria,lagos,society for book and magazine editors of nigeria,lagos,1-10,sbmen.org.ng,6.455,3.3841
nigeria,2018,thebunker-coworking-meeting-training-spaces,facilities services,linkedin.com/company/thebunker-coworking-meeting-training-spaces,,thebunker (coworking/meeting/training spaces),lagos,11-50,thebunker.services,,
nigeria,2018,paybeta,financial services,linkedin.com/company/paybeta,,paybeta,lagos,11-50,paybeta.ng,,
nigeria,2018,freepass,information technology and services,linkedin.com/company/freepass,gbagada,freepass,lagos,1-10,profreepass.com,,
nigeria,2018,designthinkers-academy-nigeria,design,linkedin.com/company/designthinkers-academy-nigeria,,"designthinkers academy, nigeria",lagos,11-50,designthinkersacademt.com,,
nigeria,2018,luminariesbookclub,non-profit organization management,linkedin.com/company/luminariesbookclub,,the luminaries bookclub,lagos,201-500,linktr.ee/luminariesbookclub,,
nigeria,2018,homealert247,,linkedin.com/company/homealert247,lagos,homealert247,lagos,1-10,homealert247.com,6.455,3.3841
nigeria,2018,leonine-investment-services,financial services,linkedin.com/company/leonine-investment-services,,leonine investment services,lagos,1-10,,,
nigeria,2018,excel-jet-consult,information technology and services,linkedin.com/company/excel-jet-consult,,excel jet consult,lagos,1-10,exceljetconsult.com.ng,,
nigeria,2018,meekagency,,linkedin.com/company/meekagency,,meek agency,lagos,1-10,,,
nigeria,2018,royalbelf-limited,real estate,linkedin.com/company/royalbelf-limited,ibadan,royalbelf limited,oyo,1-10,,7.3964,3.9167
nigeria,2018,la-shileh-couture,,linkedin.com/company/la-shileh-couture,lagos,la_shileh couture,lagos,1-10,lashilehcouture.wixsite.com/la_shilehcouture,6.455,3.3841
nigeria,2018,global-placers,human resources,linkedin.com/company/global-placers,lekki,global-placers,lagos,1-10,global-placers.com,,
nigeria,2018,grand-tailoring,,linkedin.com/company/grand-tailoring,,grand tailoring,lagos,1-10,grandtailoring.com,,
nigeria,2018,fatbatech-engineering,construction,linkedin.com/company/fatbatech-engineering,lagos,fatbatech engineering,lagos,1-10,fatbatech.com.ng,6.455,3.3841
nigeria,2018,myfoodangels,,linkedin.com/company/myfoodangels,ketu,myfoodangels,lagos,11-50,myfoodangels.com,,
nigeria,2018,tech-hive-advisory,information technology and services,linkedin.com/company/tech-hive-advisory,,tech hive advisory,lagos,1-10,techhiveadvisory.org.ng,,
nigeria,2018,verithrust-validations,management consulting,linkedin.com/company/verithrust-validations,,verithrust validations,lagos,11-50,verithrust.com,,
nigeria,2018,bizallianz,information technology and services,linkedin.com/company/bizallianz,ikeja,bizallianz,lagos,1-10,lolius.com.ng,6.6,3.35
nigeria,2018,didum-consult,professional training & coaching,linkedin.com/company/didum-consult,ikeja,didum consult,lagos,11-50,didumconsult.com,6.6,3.35
nigeria,2018,global-icon-consulting-limited,financial services,linkedin.com/company/global-icon-consulting-limited,akure,global icon consulting,ondo,1-10,,,
nigeria,2018,carter-biggs,,linkedin.com/company/carter-biggs,,carter biggs,lagos,51-200,carterbiggs.com.ng,,
nigeria,2018,semicolonafrica,professional training & coaching,linkedin.com/company/semicolonafrica,,semicolon,lagos,51-200,semicolon.africa,,
nigeria,2018,lluminate-limited,,linkedin.com/company/lluminate-limited,,lluminate limited,lagos,1-10,,,
nigeria,2018,penthouse-technologies,,linkedin.com/company/penthouse-technologies,lekki,penthouse,lagos,1-10,penthousetechies.com,,
nigeria,2018,poke-ltd,marketing and advertising,linkedin.com/company/poke-ltd,ikoyi,poke ltd,oyo,11-50,,6.4525,3.4358
nigeria,2018,echocarefdn,non-profit organization management,linkedin.com/company/echocarefdn,,the echo care foundation africa,osun,11-50,instagram.com/echocarefdn,,
nigeria,2018,yudimy,human resources,linkedin.com/company/yudimy,lagos,yudimy,lagos,1-10,yudimy.com,6.455,3.3841
nigeria,2018,texxon-house-guest-apartments,hospitality,linkedin.com/company/texxon-house-guest-apartments,lekki,texxon house guest apartments,lagos,11-50,airbnb.com/rooms/30063094,,
nigeria,2018,rayna-logistics,logistics and supply chain,linkedin.com/company/rayna-logistics,ikeja,rayna logistics,lagos,11-50,raynalogistics.com,6.6,3.35
nigeria,2018,clmi-lagos,,linkedin.com/company/clmi-lagos,,clmi,lagos,11-50,courierlogisticsinstitute.com,,
nigeria,2018,battenshub,facilities services,linkedin.com/company/battenshub,surulere,battens hub,lagos,1-10,battenshub.com,6.5015,3.3581
nigeria,2018,desh-mech-engineering1,,linkedin.com/company/desh-mech-engineering1,,desh mech engineering,lagos,1-10,,,
nigeria,2018,winapay,,linkedin.com/company/winapay,lekki,winapay,lagos,1-10,winapay.com,,
nigeria,2018,ruyat-oil-limited-a-subsidiary-of-olam-global-agri,,linkedin.com/company/ruyat-oil-limited-a-subsidiary-of-olam-global-agri,,ruyat oil limited (a subsidiary of olam global agri),lagos,51-200,,,
nigeria,2018,dynamicgraphiksmedia,,linkedin.com/company/dynamicgraphiksmedia,lekki,the dynamic graphiks media,lagos,1-10,dynamicgraphiks.com.ng,,
nigeria,2018,premier-hubng,information technology and services,linkedin.com/company/premier-hubng,akure,premier hub innovation center,ondo,1-10,premierhub.com.ng,,
nigeria,2018,bitville-academy,,linkedin.com/company/bitville-academy,,bitville academy,lagos,1-10,bitville.academy,,
nigeria,2018,ishaz-proptech,,linkedin.com/company/ishaz-proptech,,ishaz proptech,lagos,11-50,ishazpt.com,,
nigeria,2018,united-way-greater-nigeria,non-profit organization management,linkedin.com/company/united-way-greater-nigeria,,united way greater nigeria,lagos,1-10,unitedwayng.org,,
nigeria,2018,top-trends-nigeria,broadcast media,linkedin.com/company/top-trends-nigeria,lagos,top trends nigeria,lagos,1-10,toptrends.com.ng,6.455,3.3841
nigeria,2018,tytron-group,investment management,linkedin.com/company/tytron-group,,tytron group,lagos,51-200,tytrongroup.com,,
nigeria,2018,back-to-school-africa-initiative,,linkedin.com/company/back-to-school-africa-initiative,lagos,back to school africa initiative,lagos,1-10,back2schoolafrica.com,6.455,3.3841
nigeria,2018,rccgpotterscourt,religious institutions,linkedin.com/company/rccgpotterscourt,mowe,rccg potter's court,ogun,201-500,rccgpotterscourt.org,,
nigeria,2018,checkup-lab,,linkedin.com/company/checkup-lab,lagos,checkup.com.ng,lagos,11-50,checkup.com.ng,6.455,3.3841
nigeria,2018,cwatnigeria,,linkedin.com/company/cwatnigeria,lagos,cwat nigeria,lagos,1-10,cwat.com.ng,6.455,3.3841
nigeria,2018,360human-virtual-tours,information technology and services,linkedin.com/company/360human-virtual-tours,lekki,360human virtual tours,lagos,1-10,360human.com.ng,,
nigeria,2018,my-beautiful-mind-consults,mental health care,linkedin.com/company/my-beautiful-mind-consults,ikeja,my beautiful mind consults,lagos,1-10,mybeautifulmindng.wixsite.com/mybeautifulmindng,6.6,3.35
nigeria,2018,soundgenie,,linkedin.com/company/soundgenie,,sound genie,lagos,1-10,soundgenieglobal.com,,
nigeria,2018,360psyche,mental health care,linkedin.com/company/360psyche,,360 psyche®,lagos,1-10,360psyche.com,,
nigeria,2018,hostlooni,,linkedin.com/company/hostlooni,ibadan,hostlooni,oyo,1-10,hostloni.com,7.3964,3.9167
nigeria,2018,pwanstars-nigeria-limited,real estate,linkedin.com/company/pwanstars-nigeria-limited,lekki,pwan stars limited,lagos,11-50,pwanstars.com,,
nigeria,2018,influencershubdigital,,linkedin.com/company/influencershubdigital,,influencers hub digital agency,lagos,11-50,influencershub.net,,
nigeria,2018,cleverbeam,online media,linkedin.com/company/cleverbeam,ikeja,cleverbeam,lagos,1-10,cleverbeam.org,6.6,3.35
nigeria,2018,thetravellersagency,,linkedin.com/company/thetravellersagency,,tatagencyng,lagos,11-50,tatagency.com,,
nigeria,2018,4d-space,real estate,linkedin.com/company/4d-space,ikeja,4d space,lagos,1-10,4doffices.com,6.6,3.35
nigeria,2018,lambda-credit,financial services,linkedin.com/company/lambda-credit,lekki,lambda credit,lagos,11-50,lambdacredit.com,,
nigeria,2018,cyclotron-engineering-services-limited,oil & energy,linkedin.com/company/cyclotron-engineering-services-limited,,cyclotron engineering services limited,lagos,11-50,cyclotroneng.com,,
nigeria,2018,onesphere-solutions,information technology and services,linkedin.com/company/onesphere-solutions,lagos,onesphere solutions,lagos,1-10,onesphere.com.ng,6.455,3.3841
nigeria,2018,digital-vent,,linkedin.com/company/digital-vent,ibadan,digital vent,oyo,11-50,digitalventnigeria.com,7.3964,3.9167
nigeria,2018,tima-agency,,linkedin.com/company/tima-agency,lekki,"tima: influencer marketing agency in lagos, nigeria",lagos,1-10,tima.agency,,
nigeria,2018,kayahelp,consumer services,linkedin.com/company/kayahelp,,kayahelp,lagos,51-200,kaya.help,,
nigeria,2018,amsulte-integrated-solutions-limited,logistics and supply chain,linkedin.com/company/amsulte-integrated-solutions-limited,lekki,amsulte integrated solutions limited,lagos,1-10,amsulte.com,,
nigeria,2018,licltd,investment management,linkedin.com/company/licltd,lagos,lic ltd,lagos,1-10,leobdasilva.com,6.455,3.3841
nigeria,2018,abuad-multi-system-hospital,,linkedin.com/company/abuad-multi-system-hospital,ado-ekiti,afe babalola university multi-system hospital,ekiti,501-1000,,,
nigeria,2018,ef-oneweb-limited,,linkedin.com/company/ef-oneweb-limited,abeokuta,ef-oneweb limited,ogun,1-10,ef-oneweb.com,,
nigeria,2018,safelyabout-initiative,,linkedin.com/company/safelyabout-initiative,,safelyabout initiative,lagos,1-10,,,
nigeria,2018,onyegist-blog,,linkedin.com/company/onyegist-blog,ikeja,onyegist blog,lagos,1-10,onyegist.com,6.6,3.35
nigeria,2018,milliondollarideasltd,,linkedin.com/company/milliondollarideasltd,lekki,milliondollar ideas,lagos,11-50,milliondollarideasltd.com,,
nigeria,2018,triangle-audiovisual,information technology and services,linkedin.com/company/triangle-audiovisual,lagos,triangle audiovisual,lagos,11-50,triangle.ng,6.455,3.3841
nigeria,2018,taghinifoods,,linkedin.com/company/taghinifoods,ibadan,taghini foods,oyo,51-200,taghini.com,7.3964,3.9167
nigeria,2018,pictels-services,,linkedin.com/company/pictels-services,maryland,pictels services,lagos,11-50,pictelsservices.com,,
nigeria,2018,doxprecision-nigeria-limited,construction,linkedin.com/company/doxprecision-nigeria-limited,,doxprecision nigeria limited,ogun,11-50,wa.me/2347051448877,,
nigeria,2018,mybundlehost,,linkedin.com/company/mybundlehost,obalende,mybundlehost,lagos,1-10,mybundlehost.com.ng,,
nigeria,2018,vohtech,,linkedin.com/company/vohtech,ketu,vohtech,lagos,1-10,,,
nigeria,2018,energy4alllimited,information services,linkedin.com/company/energy4alllimited,ikeja,energy4all ventures limited,lagos,1-10,energy4all.com.ng,6.6,3.35
nigeria,2018,mitsiomotu,international trade and development,linkedin.com/company/mitsiomotu,,mitsio motu,lagos,1-10,mitsiomotu.com,,
